2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:33		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:34		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:35		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:35		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:35		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:35		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:35		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:35		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:35		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:35		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:35		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:35		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:35		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:35		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:36		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:37		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:38		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:39		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:40		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:41		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112008.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:42		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:43		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:43		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:43		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:43		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:43		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:43		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:43		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:43		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:43		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:43		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:43		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:43		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:44		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:45		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:46		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:47		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
2020-02-12/19:08:48		 hypothyroid_0211198_0102062112009.csv: File loaded successfully!!
